label_name,category
TRUNCUS THYREOCERVICALIS Truncus thyrocervicalis THYROCERVICAL TRUNK THYROCERVICAL TRUNK,soft tissue structure – musculoskeletal system
Arteria thyreoidea inferior Arteria thyroidea inferior Inferior thyroid artery Inferior thyroid artery,artery – cardiovascular system
Arteria laryngea inferior,artery – cardiovascular system
Rami glandulares arteriae thyreoideae inferioris,artery – cardiovascular system
Rami pharyngei arteriae thyreoideae inferioris,artery – cardiovascular system
Rami oesophagei arteriae thyreoideae inferioris,artery – cardiovascular system
Rami tracheales arteriae thyreoideae inferioris,artery – cardiovascular system
Arteria cervicalis ascendens,artery – cardiovascular system
Rami spinales arteriae cervicalis ascendentis,artery – cardiovascular system
Arteria suprascapularis,artery – cardiovascular system
Ramus acromialis arteriae suprascapularis,artery – cardiovascular system
Arteria transversa colli Arteria transversa cervicis Transverse cervical artery Transverse cervical artery,artery – cardiovascular system
(Ramus superficialis arteriae transversae colli),artery – cardiovascular system
Ramus ascendens arteriae transversae colli,artery – cardiovascular system
Ramus descendens arteriae transversae colli,artery – cardiovascular system
(Ramus profundus arteriae transversae colli),artery – cardiovascular system
Arteria dorsalis scapulae,artery – cardiovascular system
TRUNCUS COSTOCERVICALIS,soft tissue structure – musculoskeletal system
Arteria cervicalis profunda,artery – cardiovascular system
Arteria intercostalis suprema,artery – cardiovascular system
Arteria intercostalis posterior prima,artery – cardiovascular system
Ramus dorsalis arteriae intercostalis posterioris primae,artery – cardiovascular system
Ramus spinalis arteriae intercostalis posterioris primae,artery – cardiovascular system
Arteria intercostalis posterior secunda,artery – cardiovascular system
Ramus dorsalis arteriae intercostalis posterioris secundae,artery – cardiovascular system
Ramus spinalis arteriae intercostalis posterioris secundae,artery – cardiovascular system
ARTERIA AXILLARIS,artery – cardiovascular system
Rami subscapulares arteriae axillaris,artery – cardiovascular system
Arteria thoracica superior,artery – cardiovascular system
Arteria thoracoacromialis,artery – cardiovascular system
Ramus acromialis arteriae thoracoacromialis,artery – cardiovascular system
Rete acromiale,soft tissue structure – musculoskeletal system
Ramus clavicularis arteriae thoracoacromialis,artery – cardiovascular system
Ramus deltoideus arteriae thoracoacromialis,artery – cardiovascular system
Rami pectorales arteriae thoracoacromialis,artery – cardiovascular system
Arteria thoracica lateralis,artery – cardiovascular system
Rami mammarii laterales arteriae thoracicae lateralis,artery – cardiovascular system
Arteria subscapularis,artery – cardiovascular system
Arteria thoracodorsalis,artery – cardiovascular system
Arteria circumflexa scapulae,artery – cardiovascular system
Arteria circumflexa posterior humeri ,artery – cardiovascular system
Arteria circumflexa humeri posterior ,artery – cardiovascular system
Posterior circumflex humeral artery ,artery – cardiovascular system
Posterior circumflex humeral artery,artery – cardiovascular system
Arteria brachialis,artery – cardiovascular system
(Arteria brachialis superficialis),artery – cardiovascular system
Arteriae nutriciae humeri Arteriae nutrientes humeri,artery – cardiovascular system
Ramus deltoideus arteriae profundae brachii,artery – cardiovascular system
Arteria collateralis media,artery – cardiovascular system
Arteria collateralis radialis,artery – cardiovascular system
Arteria collateralis ulnaris superior,artery – cardiovascular system
Arteria collateralis ulnaris inferior,artery – cardiovascular system
Arteria radialis,artery – cardiovascular system
Arteria recurrens radialis,artery – cardiovascular system
Arteria nutricia radii Arteria nutriens radii Nutrient artery of radius Nutrient artery of radius,artery – cardiovascular system
Ramus palmaris superficialis arteriae radialis,artery – cardiovascular system
Rete dorsale carpi Rete carpale dorsale,soft tissue structure – musculoskeletal system
Arteriae metacarpeae dorsales Arteriae metacarpales dorsales,artery – cardiovascular system
Arteriae digitales dorsales manus,artery – cardiovascular system
Arteria princeps pollicis,artery – cardiovascular system
Arteria radialis indicis,artery – cardiovascular system
Arcus palmaris profundus,soft tissue structure – musculoskeletal system
Arteriae metacarpeae palmares Arteriae metacarpales palmares,artery – cardiovascular system
Rami perforantes arteriarum metacarpearum palmarium,artery – cardiovascular system
Arteria ulnaris,artery – cardiovascular system
Arteria recurrens ulnaris,artery – cardiovascular system
Ramus anterior arteriae recurrentis ulnaris,artery – cardiovascular system
Ramus posterior arteriae recurrentis ulnaris,artery – cardiovascular system
Rete articulare cubiti,soft tissue structure – musculoskeletal system
Arteria nutricia ulnae Arteria nutriens ulnae Nutrient artery of ulna Nutrient artery of ulna,artery – cardiovascular system
Arteria interossea communis,artery – cardiovascular system
Arteria interossea anterior,artery – cardiovascular system
Arteria comitans nervi mediani,artery – cardiovascular system
(Arteria mediana persistens),artery – cardiovascular system
Arteria interossea posterior,artery – cardiovascular system
Arteria interossea recurrens,artery – cardiovascular system
Ramus perforans arteriae interosseae posterioris,artery – cardiovascular system
Ramus palmaris profundus arteriae ulnaris,artery – cardiovascular system
Arcus palmaris superficialis,soft tissue structure – musculoskeletal system
Arteriae digitales palmares communes,artery – cardiovascular system
Arteriae digitales palmares propriae,artery – cardiovascular system
Arteria femoralis,artery – cardiovascular system
Arteria epigastrica superficialis,artery – cardiovascular system
Arteria pudendalis externa profunda,artery – cardiovascular system
Rami inguinales,soft tissue structure – musculoskeletal system
Arteria descendens genus Arteria genus descendens,artery – cardiovascular system
Ramus saphenus arteriae descendentis genus,artery – cardiovascular system
Rami articulares arteriae descendentis genus,artery – cardiovascular system
ARTERIA PROFUNDA FEMORIS,artery – cardiovascular system
Arteria circumflexa medialis femoris Arteria circumflexa femoris medialis,artery – cardiovascular system
Ramus superficialis arteriae circumflexae medialis femoris,artery – cardiovascular system
Ramus profundus arteriae circumflexae medialis femoris,artery – cardiovascular system
Ramus acetabularis arteriae circumflexae medialis femoris,artery – cardiovascular system
Ramus ascendens arteriae circumflexae medialis femoris,artery – cardiovascular system
Ramus descendens arteriae circumflexae medialis femoris,artery – cardiovascular system
Ramus ascendens arteriae circumflexae lateralis femoris,artery – cardiovascular system
Ramus transversus arteriae circumflexae lateralis femoris,artery – cardiovascular system
Ramus descendens arteriae circumflexae lateralis femoris,artery – cardiovascular system
Arteriae perforantes femoris,artery – cardiovascular system
Rete articulare coxae,soft tissue structure – musculoskeletal system
ARTERIA POPLITEA,artery – cardiovascular system
Arteria superior lateralis genus Arteria genus superior lateralis,artery – cardiovascular system
Arteria superior medialis genus Arteria genus superior medialis,artery – cardiovascular system
Arteria media genus Arteria genus media,artery – cardiovascular system
Arteriae surales,artery – cardiovascular system
Arteria inferior lateralis genus Arteria genus inferior lateralis,artery – cardiovascular system
Arteria inferior medialis genus Arteria genus inferior medialis,artery – cardiovascular system
Rete articulare genus,soft tissue structure – musculoskeletal system
Rete patellare,soft tissue structure – musculoskeletal system
Arteria tibialis anterior,artery – cardiovascular system
Arteria recurrens tibialis anterior,artery – cardiovascular system
(Arteria recurrens tibialis posterior),artery – cardiovascular system
Arteria malleolaris anterior lateralis,artery – cardiovascular system
Arteria malleolaris anterior medialis,artery – cardiovascular system
Rete malleolare laterale,direction – general anatomy
Arteria dorsalis pedis,artery – cardiovascular system
Arteria tarsea lateralis Arteria tarsalis lateralis Lateral tarsal artery Lateral tarsal artery,artery – cardiovascular system
Arteriae tarseae mediales Arteriae tarsales mediales Medial tarsal arteries Medial tarsal arteries,artery – cardiovascular system
Arteria arcuata,artery – cardiovascular system
Arteriae metatarseae dorsales Arteriae metatarsales dorsales,artery – cardiovascular system
Arteriae digitales dorsales pedis,artery – cardiovascular system
Arteria plantaris profunda,artery – cardiovascular system
Arteria tibialis posterior,artery – cardiovascular system
Arteria nutricia tibiae Arteria nutriens tibiae Nutrient arteries of tibia Nutrient arteries of tibia Tibial nutrient artery,artery – cardiovascular system
Rami malleolares mediales arteriae tibialis posterioris,artery – cardiovascular system
Rete malleolare mediale,direction – general anatomy
Rami calcanei arteriae tibialis posterioris,artery – cardiovascular system
Ramus perforans arteriae fibularis,artery – cardiovascular system
Ramus communicans arteriae fibularis,artery – cardiovascular system
Rami malleolares laterales arteriae fibularis,artery – cardiovascular system
Rami calcanei arteriae fibularis,artery – cardiovascular system
Rete calcaneum,soft tissue structure – musculoskeletal system
Arteria nutricia fibulae Arteria nutriens fibulae,artery – cardiovascular system
Arteria plantaris medialis,artery – cardiovascular system
