label_name,category
Arteria segmentalis posterior pulmonis dextri,artery – cardiovascular system
Arteria lobaris media pulmonis dextri,artery – cardiovascular system
Arteria segmentalis medialis pulmonis dextri,artery – cardiovascular system
Arteria segmentalis lateralis pulmonis dextri,artery – cardiovascular system
Arteria lobaris inferior pulmonis dextri,artery – cardiovascular system
Arteria segmentalis superior pulmonis dextri,artery – cardiovascular system
Arteria segmentalis basalis anterior pulmonis dextri,artery – cardiovascular system
Arteria segmentalis basalis lateralis pulmonis dextri,artery – cardiovascular system
Arteria segmentalis basalis medialis pulmonis dextri,artery – cardiovascular system
Arteria segmentalis basalis posterior pulmonis dextri,artery – cardiovascular system
Arteria pulmonalis sinistra,artery – cardiovascular system
Ligamentum arteriosum,ligament – musculoskeletal system
(Ductus arteriosus),soft tissue structure – musculoskeletal system
Arteria lobaris superior pulmonis sinistri,artery – cardiovascular system
Arteria segmentalis apicalis pulmonis sinistri,artery – cardiovascular system
Arteria segmentalis anterior pulmonis sinistri,artery – cardiovascular system
Arteria segmentalis posterior pulmonis sinistri,artery – cardiovascular system
Arteria lingularis pulmonis sinistri,artery – cardiovascular system
Arteria lingularis inferior pulmonis sinistri Ramus inferior arteriae lingularis,artery – cardiovascular system
Arteria lingularis superior pulmonis sinistri Ramus superior arteriae lingularis,artery – cardiovascular system
Arteria lobaris inferior pulmonis sinistri,artery – cardiovascular system
Arteria segmentalis superior pulmonis sinistri,artery – cardiovascular system
Arteria segmentalis basalis anterior pulmonis sinistri,artery – cardiovascular system
Arteria segmentalis basalis lateralis pulmonis sinistri,artery – cardiovascular system
Arteria segmentalis basalis medialis pulmonis sinistri,artery – cardiovascular system
Arteria segmentalis basalis posterior pulmonis sinistri,artery – cardiovascular system
Venae pulmonales,vein – cardiovascular system
Vena pulmonalis dextra superior,vein – cardiovascular system
Vena apicalis pulmonis dextri,vein – cardiovascular system
Vena anterior pulmonis dextri,vein – cardiovascular system
Vena posterior pulmonis dextri,vein – cardiovascular system
Vena lobaris media pulmonis dextri Vena lobi medii Middle lobar vein of right lung Middle lobar vein of right lung Middle lobe vein,vein – cardiovascular system
Vena lateralis pulmonis dextri Pars lateralis venae lobi medii,vein – cardiovascular system
Vena medialis pulmonis dextri Pars medialis venae lobi medii,vein – cardiovascular system
Vena pulmonalis dextra inferior,vein – cardiovascular system
Vena superior pulmonis dextri,vein – cardiovascular system
Vena basalis superior pulmonis dextri,vein – cardiovascular system
Vena basalis inferior pulmonis dextri,vein – cardiovascular system
Vena pulmonalis sinistra superior,vein – cardiovascular system
Vena apicoposterior pulmonis sinistri,vein – cardiovascular system
Vena anterior pulmonis sinistri,vein – cardiovascular system
Vena lingularis pulmonis sinistri,vein – cardiovascular system
Vena lingularis superior pulmonis sinistri Pars superior venae lingularis,vein – cardiovascular system
Vena lingularis inferior pulmonis sinistri Pars inferior venae lingularis,vein – cardiovascular system
Vena pulmonalis sinistra inferior,vein – cardiovascular system
Vena superior pulmonis sinistri,vein – cardiovascular system
Vena basalis superior pulmonis sinistri,vein – cardiovascular system
Vena basalis inferior pulmonis sinistri,vein – cardiovascular system
Arterieae cardiacae Arteriae cordis Arteries of heart Cardiac arteries Arteries of heart,artery – cardiovascular system
Arteria coronaria dextra,artery – cardiovascular system
Ramus coni arteriosi arteriae coronariae dextrae,artery – cardiovascular system
Ramus nodi sinuatrialis arteriae coronariae dextrae,artery – cardiovascular system
Rami atriales arteriae coronariae dextrae,artery – cardiovascular system
Ramus atrialis intermedius arteriae coronariae dextrae,artery – cardiovascular system
Rami ventriculares anteriores arteriae coronariae dextrae,artery – cardiovascular system
Ramus marginalis dexter arteriae coronariae dextrae,artery – cardiovascular system
Rami interventriculares septales arteriae interventricularis inferioris Rami interventriculares septales arteriae coronariae dextrae,artery – cardiovascular system
Ramus nodi atrioventricularis arteriae coronariae dextrae,artery – cardiovascular system
(Ramus inferolateralis dexter arteriae coronariae dextrae) Ramus posterolateralis dexter arteriae coronariae dextrae (Right inferolateral branch of right coronary artery) (Right inferolateral branch of right coronary artery) Right posterolateral branch of right coronary artery,artery – cardiovascular system
Arteria coronaria sinistra,artery – cardiovascular system
Ramus coni arteriosi arteriae interventricularis anterioris ,artery – cardiovascular system
Ramus coni arteriosi arteriae coronariae sinistrae,artery – cardiovascular system
Rami ventriculares anteriores arteriae interventricularis anterioris ,artery – cardiovascular system
Rami ventriculares anteriores arteriae coronariae sinistrae,artery – cardiovascular system
Ramus diagonalis arteriae interventricularis anterioris ,artery – cardiovascular system
Ramus lateralis arteriae interventricularis anterioris,artery – cardiovascular system
Rami interventriculares septales arteriae interventricularis anterioris ,artery – cardiovascular system
Rami interventriculares septales arteriae coronariae sinistrae,artery – cardiovascular system
Arteria circumflexa cordis Ramus circumflexus arteriae coronariae sinistrae,artery – cardiovascular system
Venae cardiacae Venae cordis,vein – cardiovascular system
Sinus coronarius,organ – cardiovascular system
Vena magna cordis Vena cardiaca magna,vein – cardiovascular system
Vena interventricularis anterior,vein – cardiovascular system
Vena marginalis sinistra cordis,vein – cardiovascular system
Vena inferior ventriculi sinistri,vein – cardiovascular system
Vena obliqua atrii sinistri,vein – cardiovascular system
Ligamentum venae cavae superioris sinistrae Ligamentum venae cavae sinistrae,ligament – musculoskeletal system
Vena parva cordis Vena cardiaca parva Small cardiac vein Small cardiac vein,vein – cardiovascular system
Vena marginalis dextra cordis,vein – cardiovascular system
Venae minimae atriales dextrae,vein – cardiovascular system
Venae minimae ventriculares dextrae,vein – cardiovascular system
(Venae minimae atriales sinistrae),vein – cardiovascular system
(Venae minimae ventriculares sinistrae),vein – cardiovascular system
ARTERIAE SYSTEMICAE,artery – cardiovascular system
Aorta,soft tissue structure – musculoskeletal system
AORTA ASCENDENS Pars ascendens aortae ASCENDING AORTA ASCENDING AORTA,soft tissue structure – musculoskeletal system
ARCUS AORTAE,soft tissue structure – musculoskeletal system
(Isthmus aortae),soft tissue structure – musculoskeletal system
Truncus brachiocephalicus,soft tissue structure – musculoskeletal system
(Arteria thyreoidea ima) Arteria thyroidea ima,artery – cardiovascular system
Arteria communis carotidis dextrae,artery – cardiovascular system
Arteria subclavia dextra,artery – cardiovascular system
Arteria communis carotidis sinistrae,artery – cardiovascular system
Arteria subclavia sinistra,artery – cardiovascular system
AORTA DESCENDENS Pars descendens aortae DESCENDING AORTA DESCENDING AORTA,soft tissue structure – musculoskeletal system
Rami bronchiales aortae,soft tissue structure – musculoskeletal system
Rami oesophagei aortae,soft tissue structure – musculoskeletal system
Rami pericardiaci aortae,soft tissue structure – musculoskeletal system
Rami mediastinales aortae,soft tissue structure – musculoskeletal system
Arteriae intercostales posteriores,artery – cardiovascular system
Arteria intercostalis posterior,artery – cardiovascular system
Ramus dorsalis arteriae intercostalis posterioris,artery – cardiovascular system
Ramus cutaneus dorsalis medialis arteriae intercostalis posterioris,artery – cardiovascular system
Ramus cutaneus dorsalis lateralis arteriae intercostalis posterioris,artery – cardiovascular system
Ramus spinalis arteriae intercostalis posterioris,artery – cardiovascular system
Ramus collateralis arteriae intercostalis posterioris,artery – cardiovascular system
Ramus cutaneus lateralis arteriae intercostalis posterioris,artery – cardiovascular system
Rami mammarii laterales arteriae intercostalis posterioris,artery – cardiovascular system
(Arteria aberrans),artery – cardiovascular system
Arteriae phrenicae superiores,artery – cardiovascular system
Arteria subcostalis,artery – cardiovascular system
Ramus dorsalis arteriae subcostalis,artery – cardiovascular system
Ramus spinalis arteriae subcostalis,artery – cardiovascular system
Aorta abdominalis Pars abdominalis aortae Abdominal aorta Abdominal aorta,soft tissue structure – musculoskeletal system
Arteria phrenica inferior,artery – cardiovascular system
Arteriae suprarenales superiores,artery – cardiovascular system
Arteriae lumbales,artery – cardiovascular system
Ramus dorsalis arteriae lumbalis,artery – cardiovascular system
Ramus spinalis arteriae lumbalis,artery – cardiovascular system
Truncus coeliacus,soft tissue structure – musculoskeletal system
Arteria gastrica sinistra,artery – cardiovascular system
Rami oesophagei arteriae gastricae sinistrae,artery – cardiovascular system
Arteria hepatica communis,artery – cardiovascular system
Arteria gastroduodenalis,artery – cardiovascular system
(Arteria supraduodenalis),artery – cardiovascular system
Arteria pancreaticoduodenalis superior posterior,artery – cardiovascular system
Rami pancreatici arteriae pancreaticoduodenalis superioris posterioris,artery – cardiovascular system
Rami duodenales arteriae pancreaticoduodenalis superioris posterioris,artery – cardiovascular system
Arteriae retroduodenales,artery – cardiovascular system
Arteria gastroomentalis dextra,artery – cardiovascular system
Rami gastrici arteriae gastroomentalis dextrae,artery – cardiovascular system
Rami omentales arteriae gastroomentalis dextrae,artery – cardiovascular system
Arteria pancreaticoduodenalis superior anterior,artery – cardiovascular system
Rami pancreatici arteriae pancreaticoduodenalis superioris anterioris,artery – cardiovascular system
Rami duodenales arteriae pancreaticoduodenalis superioris anterioris,artery – cardiovascular system
Arteria hepatica propria,artery – cardiovascular system
Arteria gastrica dextra,artery – cardiovascular system
Arteria hepatica dextra Ramus dexter arteriae hepaticae propriae,artery – cardiovascular system
Arteria cystica,artery – cardiovascular system
Arteria dextra lobi caudati,artery – cardiovascular system
Arteria segmenti anterioris hepatis,artery – cardiovascular system
Arteria segmenti posterioris hepatis,artery – cardiovascular system
Arteria hepatica sinistra Ramus sinister arteriae hepaticae propriae,artery – cardiovascular system
Arteria sinistra lobi caudati,artery – cardiovascular system
Arteria segmenti medialis hepatis,artery – cardiovascular system
Arteria segmenti lateralis hepatis,artery – cardiovascular system
Ramus intermedius arteriae hepaticae sinistrae,artery – cardiovascular system
Arteria splenica Arteria lienalis Splenic artery Splenic artery,artery – cardiovascular system
Rami pancreatici arteriae splenicae,artery – cardiovascular system
Arteria pancreatica dorsalis,artery – cardiovascular system
Arteria pancreatica inferior,artery – cardiovascular system
Arteria prepancreatica Arteria praepancreatica,artery – cardiovascular system
Arteria pancreatica magna,artery – cardiovascular system
Arteria caudae pancreatis,artery – cardiovascular system
Arteria gastrica posterior Arteria gastrica dorsalis,artery – cardiovascular system
Rami splenici arteriae splenicae Rami lienales arteriae lienalis,artery – cardiovascular system
Arteria gastroomentalis sinistra,artery – cardiovascular system
Rami gastrici arteriae gastroomentalis sinistrae,artery – cardiovascular system
Rami omentales arteriae gastroomentalis sinistrae,artery – cardiovascular system
Arteriae gastricae breves,artery – cardiovascular system
Arteria mesenterica superior,artery – cardiovascular system
Arteria pancreaticoduodenalis inferior,artery – cardiovascular system
Arteria pancreaticoduodenalis inferior anterior ,artery – cardiovascular system
Ramus anterior arteriae pancreaticoduodenalis inferioris,artery – cardiovascular system
Arteria pancreaticoduodenalis inferior posterior ,artery – cardiovascular system
Ramus posterior arteriae pancreaticoduodenalis inferioris,artery – cardiovascular system
Arteriae jejunales,artery – cardiovascular system
Arteriae ileales,artery – cardiovascular system
Arteria ileocolica,artery – cardiovascular system
Arteria caecalis anterior,artery – cardiovascular system
Arteria caecalis posterior,artery – cardiovascular system
Arteria appendicularis,artery – cardiovascular system
Ramus ilealis arteriae ileocolicae,artery – cardiovascular system
Ramus colicus arteriae ileocolicae,artery – cardiovascular system
Arteria colica dextra,artery – cardiovascular system
Arteria colica media,artery – cardiovascular system
Arteria anastomotica intercolica,artery – cardiovascular system
Arteria suprarenalis media,artery – cardiovascular system
Arteria renalis,artery – cardiovascular system
Rami capsulares arteriae renalis,artery – cardiovascular system
Arteria suprarenalis inferior,artery – cardiovascular system
Ramus anterior arteriae renalis,artery – cardiovascular system
Arteria segmenti superioris renis,artery – cardiovascular system
Arteria segmenti anterioris superioris renis,artery – cardiovascular system
Arteria segmenti anterioris inferioris renis,artery – cardiovascular system
Arteria segmenti inferioris renis,artery – cardiovascular system
Ramus posterior arteriae renalis,artery – cardiovascular system
Arteria segmenti posterioris renis,artery – cardiovascular system
Rami ureterici arteriae renalis,artery – cardiovascular system
Arteriae intrarenales,artery – cardiovascular system
Arteria interlobaris renis,artery – cardiovascular system
Arteria arcuata renis,artery – cardiovascular system
Arteria interlobularis renis Arteria corticalis radiata,artery – cardiovascular system
(Arteria renalis accessoria),artery – cardiovascular system
Arteria mesenterica inferior,artery – cardiovascular system
Arteria colica sinistra,artery – cardiovascular system
Ramus ascendens arteriae colicae sinistrae Arteria ascendens,artery – cardiovascular system
Ramus descendens arteriae colicae sinistrae,artery – cardiovascular system
Arteriae sigmoideae,artery – cardiovascular system
Arteria anorectalis superior Arteria rectalis superior,artery – cardiovascular system
BIFURCATIO AORTAE,soft tissue structure – musculoskeletal system
Arteria sacralis mediana,artery – cardiovascular system
Arteriae lumbales imae,artery – cardiovascular system
Rami sacrales laterales arteriae sacralis medianae,artery – cardiovascular system
Arteria iliaca communis,artery – cardiovascular system
Arteria iliaca interna,artery – cardiovascular system
Divisio posterior arteriae iliacae internae ,artery – cardiovascular system
Truncus posterior arteriae iliacae internae Posterior division of internal iliac artery ,artery – cardiovascular system
Posterior division of internal iliac artery,artery – cardiovascular system
Arteria iliolumbalis,artery – cardiovascular system
Ramus lumbalis arteriae iliolumbalis,artery – cardiovascular system
Ramus spinalis arteriae iliolumbalis,artery – cardiovascular system
Ramus iliacus arteriae iliolumbalis,artery – cardiovascular system
Arteriae sacrales laterales,artery – cardiovascular system
Rami spinales arteriae sacralis lateralis,artery – cardiovascular system
Arteria glutea superior,artery – cardiovascular system
Ramus superficialis arteriae gluteae superioris,artery – cardiovascular system
Ramus profundus arteriae gluteae superioris,artery – cardiovascular system
Ramus superior arteriae gluteae superioris,artery – cardiovascular system
Ramus inferior arteriae gluteae superioris,artery – cardiovascular system
Arteria umbilicalis,artery – cardiovascular system
Pars patens arteriae umbilicalis,artery – cardiovascular system
Rami ureterici arteriae ductus deferentis,artery – cardiovascular system
Arteriae vesicales superiores,artery – cardiovascular system
Pars occlusa arteriae umbilicalis Pars fibrosa arteriae umbilicalis,artery – cardiovascular system
Ligamentum umbilicale mediale Chorda arteriae umbilicalis,ligament – musculoskeletal system
Arteria obturatoria,artery – cardiovascular system
Ramus pubicus arteriae obturatoriae,artery – cardiovascular system
Ramus acetabularis arteriae obturatoriae,artery – cardiovascular system
Ramus anterior arteriae obturatoriae,artery – cardiovascular system
Ramus posterior arteriae obturatoriae,artery – cardiovascular system
Arteria anorectalis media Arteria rectalis media,artery – cardiovascular system
Arteria pudendalis interna,artery – cardiovascular system
Arteria anorectalis inferior Arteria rectalis inferior,artery – cardiovascular system
Arteria perinealis,artery – cardiovascular system
Arteria urethralis,artery – cardiovascular system
Arteria glutea inferior,artery – cardiovascular system
Arteria comitans nervi ischiadici,artery – cardiovascular system
Arteria iliaca externa,artery – cardiovascular system
Arteria epigastrica inferior,artery – cardiovascular system
Ramus pubicus arteriae epigastricae inferioris,artery – cardiovascular system
(Arteria obturatoria accessoria),artery – cardiovascular system
(Arteria obturatoria aberrans),artery – cardiovascular system
Arteria circumflexa iliaca profunda ,artery – cardiovascular system
Arteria circumflexa ilium profunda ,artery – cardiovascular system
Deep circumflex iliac artery ,artery – cardiovascular system
Deep circumflex iliac artery,artery – cardiovascular system
Ramus ascendens arteriae circumflexae iliacae profundae,artery – cardiovascular system
Arteria communis carotidis Arteria carotis communis,artery – cardiovascular system
Sinus carotidis Sinus caroticus,soft tissue structure – musculoskeletal system
Bifurcatio carotidis,soft tissue structure – musculoskeletal system
Arteria thyreoidea superior Arteria thyroidea superior,artery – cardiovascular system
Ramus infrahyoideus arteriae thyreoideae superioris,artery – cardiovascular system
Ramus sternocleidomastoideus arteriae thyreoideae superioris,artery – cardiovascular system
Arteria laryngea superior,artery – cardiovascular system
Ramus glandularis lateralis arteriae thyreoideae superioris,artery – cardiovascular system
Arteria pharyngea ascendens,artery – cardiovascular system
Arteria meningea posterior,artery – cardiovascular system
Rami pharyngei arteriae pharyngeae ascendentis ,artery – cardiovascular system
Rami pharyngeales arteriae pharyngeae ascendentis ,artery – cardiovascular system
Pharyngeal branches of ascending pharyngeal artery ,artery – cardiovascular system
Arteria tympanica inferior,artery – cardiovascular system
(Truncus linguofacialis),soft tissue structure – musculoskeletal system
Arteria lingualis,artery – cardiovascular system
Ramus suprahyoideus arteriae lingualis,artery – cardiovascular system
Rami dorsales linguae arteriae lingualis,artery – cardiovascular system
Arteria sublingualis,artery – cardiovascular system
Arteria profunda linguae,artery – cardiovascular system
Arteria facialis,artery – cardiovascular system
Arteria palatina ascendens,artery – cardiovascular system
Ramus tonsillaris arteriae facialis,artery – cardiovascular system
Arteria submentalis,artery – cardiovascular system
Rami glandulares arteriae facialis,artery – cardiovascular system
Arteria labialis inferior,artery – cardiovascular system
Arteria labialis superior,artery – cardiovascular system
Ramus septi nasi arteriae labialis superioris,artery – cardiovascular system
Ramus lateralis nasi arteriae facialis,artery – cardiovascular system
Arteria angularis,artery – cardiovascular system
Arteria occipitalis,artery – cardiovascular system
Ramus mastoideus arteriae occipitalis,artery – cardiovascular system
Ramus auricularis arteriae occipitalis,artery – cardiovascular system
Rami sternocleidomastoidei arteriae occipitalis,artery – cardiovascular system
Rami occipitales arteriae occipitalis,artery – cardiovascular system
(Ramus meningeus arteriae occipitalis),artery – cardiovascular system
Ramus descendens arteriae occipitalis,artery – cardiovascular system
Arteria auricularis posterior,artery – cardiovascular system
Arteria stylomastoidea,artery – cardiovascular system
Arteria tympanica posterior,artery – cardiovascular system
Rami mastoidei arteriae tympanicae posterioris,artery – cardiovascular system
(Ramus stapedius arteriae tympanicae posterioris),artery – cardiovascular system
Ramus auricularis arteriae auricularis posterioris,artery – cardiovascular system
Ramus occipitalis arteriae auricularis posterioris,artery – cardiovascular system
Ramus parotideus arteriae auricularis posterioris,artery – cardiovascular system
Arteria temporalis superficialis,artery – cardiovascular system
Ramus parotideus arteriae temporalis superficialis,artery – cardiovascular system
Ramus articularis temporomandibularis arteriae temporalis superficialis,artery – cardiovascular system
Arteria transversa faciei,artery – cardiovascular system
Rami auriculares anteriores arteriae temporalis superficialis,artery – cardiovascular system
Arteria zygomaticoorbitalis,artery – cardiovascular system
Arteria temporalis media,artery – cardiovascular system
Ramus frontalis arteriae temporalis superficialis,artery – cardiovascular system
Ramus parietalis arteriae temporalis superficialis,artery – cardiovascular system
Arteria maxillaris,artery – cardiovascular system
Arteria auricularis profunda,artery – cardiovascular system
Ramus articularis temporomandibularis arteriae auricularis profundae,artery – cardiovascular system
Arteria tympanica anterior,artery – cardiovascular system
Arteria alveolaris inferior,artery – cardiovascular system
Ramus mylohyoideus arteriae alveolaris inferioris,artery – cardiovascular system
Rami dentales arteriae alveolaris inferioris,artery – cardiovascular system
Rami peridentales arteriae alveolaris inferioris,artery – cardiovascular system
Ramus mentalis arteriae alveolaris inferioris,artery – cardiovascular system
Arteria meningea media,artery – cardiovascular system
Ramus accessorius arteriae meningeae mediae Ramus meningeus accessorius arteriae meningeae mediae,artery – cardiovascular system
Ramus frontalis arteriae meningeae mediae,artery – cardiovascular system
Ramus orbitalis arteriae meningeae mediae,artery – cardiovascular system
Ramus parietalis arteriae meningeae mediae,artery – cardiovascular system
Ramus petrosus arteriae meningeae mediae,artery – cardiovascular system
Arteria tympanica superior,artery – cardiovascular system
Ramus anastomoticus lacrimalis arteriae meningeae mediae ,artery – cardiovascular system
Ramus anastomoticus arteriae meningeae mediae cum arteria lacrimali,artery – cardiovascular system
Arteria masseterica,artery – cardiovascular system
Arteria temporalis profunda anterior,artery – cardiovascular system
Arteria temporalis profunda posterior,artery – cardiovascular system
Rami pterygoidei arteriae temporalis profundae posterioris,artery – cardiovascular system
Arteria buccalis,artery – cardiovascular system
Arteria alveolaris superior posterior,artery – cardiovascular system
Rami dentales arteriae alveolaris superioris posterioris,artery – cardiovascular system
Rami peridentales arteriae alveolaris superioris posterioris,artery – cardiovascular system
Arteria infraorbitalis,artery – cardiovascular system
Arteria alveolaris superior media,artery – cardiovascular system
Rami dentales arteriae alveolaris superioris mediae,artery – cardiovascular system
Rami peridentales arteriae alveolaris superioris mediae,artery – cardiovascular system
Arteria alveolaris superior anterior,artery – cardiovascular system
Rami dentales arteriae alveolaris superioris anterioris,artery – cardiovascular system
Rami peridentales arteriae alveolaris superioris anterioris,artery – cardiovascular system
Arteria canalis pterygoidei,artery – cardiovascular system
Ramus pharyngeus arteriae canalis pterygoidei,artery – cardiovascular system
Arteria palatina descendens,artery – cardiovascular system
Arteria palatina major,artery – cardiovascular system
Arteriae palatinae minores,artery – cardiovascular system
Ramus pharyngeus arteriae palatinae descendentis,artery – cardiovascular system
Arteria sphenopalatina,artery – cardiovascular system
Rami nasales posteriores laterales arteriae sphenopalatinae Arteriae nasales posteriores laterales,artery – cardiovascular system
Rami septales posteriores arteriae sphenopalatinae,artery – cardiovascular system
ARTERIA INTERNA CAROTIDIS Arteria carotis interna,artery – cardiovascular system
Arteriae caroticotympanicae,artery – cardiovascular system
Sipho carotidis Siphon caroticus,soft tissue structure – musculoskeletal system
Rami meningei arteriae internae carotidis,artery – cardiovascular system
Arteria hypophysialis inferior,artery – cardiovascular system
Arteria hypophysialis superior,artery – cardiovascular system
Arteria ophthalmica,artery – cardiovascular system
Arteria centralis retinae,artery – cardiovascular system
Arteriola temporalis superior retinae,direction – general anatomy
Arteriola temporalis inferior retinae,direction – general anatomy
Arteriola nasalis superior retinae,direction – general anatomy
Arteriola nasalis inferior retinae,direction – general anatomy
Arteriolae maculares,soft tissue structure – musculoskeletal system
Arteria lacrimalis,artery – cardiovascular system
Ramus meningeus recurrens arteriae lacrimalis ,artery – cardiovascular system
Ramus anastomoticus arteriae lacrimalis cum arteria meningea media,artery – cardiovascular system
Arteriae palpebrales laterales,artery – cardiovascular system
Arteriae ciliares posteriores breves,artery – cardiovascular system
Circulus vasculosus nervi optici,soft tissue structure – musculoskeletal system
Arteriae ciliares posteriores longae,artery – cardiovascular system
Circulus arteriosus major iridis,soft tissue structure – musculoskeletal system
Circulus arteriosus minor iridis,soft tissue structure – musculoskeletal system
Arteriae musculares,artery – cardiovascular system
Arteriae ciliares anteriores,artery – cardiovascular system
Arteria supraorbitalis,artery – cardiovascular system
Arteria ethmoidea anterior ,artery – cardiovascular system
Arteria ethmoidalis anterior ,artery – cardiovascular system
Anterior ethmoidal artery ,artery – cardiovascular system
Anterior ethmoidal artery,artery – cardiovascular system
Ramus meningeus anterior arteriae ethmoideae anterioris ,artery – cardiovascular system
Arteria meningea anterior,artery – cardiovascular system
Rami septales anteriores arteriae ethmoideae anterioris,artery – cardiovascular system
Rami nasales anteriores laterales arteriae ethmoideae anterioris,artery – cardiovascular system
(Arteria ethmoidea media),artery – cardiovascular system
Arteria ethmoidea posterior ,artery – cardiovascular system
Arteria ethmoidalis posterior,artery – cardiovascular system
Ramus meningeus arteriae ethmoideae posterioris,artery – cardiovascular system
Rami septales arteriae ethmoideae posterioris,artery – cardiovascular system
Rami nasales arteriae ethmoideae posterioris,artery – cardiovascular system
Arteriae palpebrales mediales,artery – cardiovascular system
Arcus palpebralis superior,direction – general anatomy
Arcus palpebralis inferior,direction – general anatomy
Arteria supratrochlearis,artery – cardiovascular system
Arteria dorsalis nasi Arteria nasi externa Dorsal nasal artery Dorsal nasal artery External nasal artery,artery – cardiovascular system
Arteria chorioidea anterior,artery – cardiovascular system
Rami orbitofrontales arteriae anterioris cerebri Arteriae orbitofrontales mediales,artery – cardiovascular system
Arteria callosomarginalis,artery – cardiovascular system
Rami frontales arteriae callosomarginalis,artery – cardiovascular system
Arteria pericallosa,artery – cardiovascular system
Rami parietales arteriae pericallosae,artery – cardiovascular system
Rami insulares arteriae mediae cerebri Arteriae insulares,artery – cardiovascular system
Rami temporales arteriae mediae cerebri,artery – cardiovascular system
Rami frontales arteriae mediae cerebri,artery – cardiovascular system
Rami parietales arteriae mediae cerebri,artery – cardiovascular system
Circulus arteriosus cerebri,soft tissue structure – musculoskeletal system
Arteria communicans anterior,artery – cardiovascular system
Rami centrales anteromediales arteriae communicantis anterioris,artery – cardiovascular system
Pars precommunicans arteriae anterioris cerebri,artery – cardiovascular system
Pars communicans arteriae internae carotidis,artery – cardiovascular system
Arteria communicans posterior,artery – cardiovascular system
Rami centrales posteromediales arteriae communicantis posterioris,artery – cardiovascular system
Pars precommunicans arteriae posterioris cerebri,artery – cardiovascular system
Arteriae medullae spinalis,artery – cardiovascular system
Arteria spinalis anterior,artery – cardiovascular system
Confluens ramorum spinalium anteriorum arteriarum vertebralium,artery – cardiovascular system
Arteriae spinales posteriores,artery – cardiovascular system
Rami arteriosi spinales,soft tissue structure – musculoskeletal system
Ramus arteriosus spinalis,soft tissue structure – musculoskeletal system
Ramus arteriosus postcentralis,soft tissue structure – musculoskeletal system
Ramus arteriosus prelaminaris Ramus arteriosus praelaminaris,soft tissue structure – musculoskeletal system
Arteriae radiculares,artery – cardiovascular system
Arteria radicularis anterioris,artery – cardiovascular system
Arteria radicularis posterioris,artery – cardiovascular system
Arteria medullaris Arteria medullaris segmentalis,artery – cardiovascular system
Arteria radicularis magna Arteria medullaris segmentalis magna,artery – cardiovascular system
Arteria subclavia,artery – cardiovascular system
ARTERIA VERTEBRALIS,artery – cardiovascular system
Rami spinales arteriae vertebralis,artery – cardiovascular system
Rami musculares arteriae vertebralis,artery – cardiovascular system
Rami meningei arteriae vertebralis,artery – cardiovascular system
Arteria inferior posterior cerebelli ,artery – cardiovascular system
Arteria cerebelli inferior posterior,artery – cardiovascular system
Ramus spinalis posterior arteriae inferioris posterioris cerebelli,artery – cardiovascular system
Ramus spinalis anterior arteriae vertebralis,artery – cardiovascular system
Rami medullares mediales arteriae vertebralis,artery – cardiovascular system
Rami medullares laterales arteriae vertebralis,artery – cardiovascular system
Arteria basilaris,artery – cardiovascular system
Confluens arteriarum vertebralium,artery – cardiovascular system
Arteria inferior anterior cerebelli Arteria cerebelli inferior anterior,artery – cardiovascular system
Arteria labyrinthi,artery – cardiovascular system
Arteria vestibularis anterior Arteria vestibuli,artery – cardiovascular system
Arteria cochlearis communis,artery – cardiovascular system
Arteria vestibulocochlearis,artery – cardiovascular system
Ramus vesibularis posterior arteriae vestibulocochlearis,artery – cardiovascular system
Ramus cochlearis arteriae vestibulocochlearis,artery – cardiovascular system
Arteria cochlearis propria,artery – cardiovascular system
Arteria spiralis modioli,artery – cardiovascular system
Rami pontis arteriae basilaris Arteriae pontis Pontine branches of basilar artery Pontine branches of basilar artery Pontine arteries,artery – cardiovascular system
Rami mediales pontis arteriae basilaris,artery – cardiovascular system
Rami laterales pontis arteriae basilaris,artery – cardiovascular system
Rami mesencephalici arteriae basilaris Arteriae mesencephalicae Mesencephalic branches of basilar artery Mesencephalic branches of basilar artery Mesencephalic arteries,artery – cardiovascular system
Arteria superior cerebelli Arteria cerebelli superior Superior cerebellar artery Superior cerebellar artery,artery – cardiovascular system
Bifurcatio arteriae basilaris,artery – cardiovascular system
Arteria parietooccipitalis,artery – cardiovascular system
Arteria occipitalis lateralis,artery – cardiovascular system
Rami temporales arteriae occipitalis lateralis,artery – cardiovascular system
Arteria occipitalis medialis,artery – cardiovascular system
Rami occipitales arteriae occipitalis medialis,artery – cardiovascular system
ARTERIA THORACICA INTERNA,artery – cardiovascular system
Rami mediastinales arteriae thoracicae internae,artery – cardiovascular system
Rami thymici arteriae thoracicae internae,artery – cardiovascular system
(Rami bronchiales arteriae thoracicae internae),artery – cardiovascular system
(Rami tracheales arteriae thoracicae internae),artery – cardiovascular system
Arteria pericardiacophrenica,artery – cardiovascular system
Rami sternales arteriae thoracicae internae,artery – cardiovascular system
Rami perforantes arteriae thoracicae internae,artery – cardiovascular system
Rami mammarii mediales arteriae thoracicae internae,artery – cardiovascular system
(Ramus costalis lateralis arteriae thoracicae internae),artery – cardiovascular system
Rami intercostales anteriores arteriae thoracicae internae,artery – cardiovascular system
Arteria musculophrenica,artery – cardiovascular system
Arteria epigastrica superior,artery – cardiovascular system
(Arteria thoracica interna lateralis),artery – cardiovascular system
